natagpuan,BISAYA206,napalgan,birok,found,,
sagot,BISAYA207,tubag,sungbat,answer,,
paaralan,BISAYA208,eskwelahan,eskuela,school,,
lumaki,BISAYA209,tubo(tú.bû),tubo,grow,,
pag-aaral,BISAYA210,tuon,adal,study,,
pa rin,BISAYA211,pa,talna,still,,
malaman,BISAYA212,pagsabot,sursuro,learn,,
halaman,BISAYA213,tanom,mula,plant,,
pabalat,BISAYA214,hapin,abbong,cover,,
pagkain,BISAYA215,pagkaon,kanen,food,,
sun,BISAYA216,adlaw,init,sun,,
apat,BISAYA217,upat,uppat,four,,
sa pagitan ng,BISAYA218,tali,nagbaetan,between,,
estado,BISAYA219,estado,estado,state,,
panatilihin,BISAYA220,huptan,,keep,,
mata,,mata,mata,eye,,
hindi kailanman,,dili gayud,pulos,never,,
huli,,huli,maudi,last,,
ipaalam,,pasagdan,palabasen,let,,
pag-iisip,,naghunahuna,panunot,thought,,
lungsod,,siyudad,siudad,city,,
puno,,puno,kayo,tree,,
tumawid,,mitabok ,krus,cross,,
sakahan,,umahan,dingguen,farm,,
matapang,,isog,natangken,hard,,
simula,,pagsugod,rugi,start,,
lakas,,kusog,bileg,might,,
kuwento,,istorya,pakasaritaan,story,,
nakita,,nakita,raggadien,saw,,
layo,,layo,adayo,far,,
dagat,,dagat,baybay,sea,,
gumuhit,,drowing,iladawan,draw,,
ang natitira,,sa wala,kannigid,left,,
late,,ulahi,naladaw,late,,
tumakbo,,dagan,agtaray,run,,
hindi,,hindi,di,don’t,,
habang,,samtang,bayat,while,,
pindutin ang,,press,talmeg,press,,
malapit,,duol,rikep,close,,
gabi,,gabii,rabii,night,,
tunay,,tinuod,agpayso,real,,
buhay,,kinabuhi,biag,life,,
iilan,,pipila,bassit,few,,
hilaga,,amihanan,amianan,north,,
aklat,,libro,libro,book,,
dalhin,,dad-on,sakroy,carry,,
kinuha,,gikuha,ala,took,,
agham,,siyensiya,siensia,science,,
kumain,,kaon,kannigid,eat,,
silid,,lawak,siled,room,,
kaibigan,,higala,gayyem,friend,,
nagsimula,,nagsugod,agrugi,began,,
idea,,ideya,idea,idea,,
isda,,isda,ikan,fish,,
bundok,,bukid,bantay,mountain,,
tigil,,hunong,sardeng,stop,,
minsan,,usahay,naminsan,once,,
base,,base,base,base,,
pakinggan,,paminaw,dengngeg,hear,,
kabayo,,kabayo,kabalio,horse,,
hiwa,,giputol,puted,cut,,
sigurado,,sigurado,sigurado,sure,,
panoorin,,tan-awa,,watch,,
kulay,,kolor,maris,color,,
mukha,,nawong,rupa,face,,
wood,,kahoy,kayo,wood,,
pangunahin,,nag-una,kangrunaan,main,,
bukas,,ugma,lukat,open,,
mukhang,,murag,casla,seem,,
magkasama,,kauban,agcuyog,together,,
sunod,,sunod,sumaganad,next,,
puti,,puti,puraw,white,,
mga bata,,mga bata,annak,children,,
simulan,,pagsugod,irugi,begin,,
Nakakuha,,nakuha,ala,got,,
lumakad,,lakaw,magna,walk,,
halimbawa,,pananglitan,pagarigan,example,,
luwag,,kasayon,panaginana,ease,,
papel,,papel,papel,paper,,
pangkat,,ranggo,grupo,group,,
palagi,,kanunay ,kanayon,always,,
musika,,musika,musika,music,,
iyon,,nga ,dagidiay,those,,
kapwa,,duha ,isuda a dua,both,,
mark,,marka ,marca,mark,,
madalas,,kasagaran ,masansan,often,,
sulat,,sulat,surat,letter,,
hanggang sa,,hangtod ,inggana,until,,
milya,,milya,milia,mile,,
ilog,,suba ,karayan,river,,
kotse,,sakyanan ,kotse,car,,
paa,,tiil ,saka,feet,,
pag-aalaga,,pag-atiman ,manangaasi,care,,
pangalawa,,ikaduha ,kanito,second,,
sapat,,igo ,umanay,enough,,
plain,,yano ,tanap,plain,,
batang babae,,babaye ,babai,girl,,
karaniwan,,kasagaran ,gagangay,usual,,
batang,,batan-on ,ubing,young,,
handa,,andam ,pudno,ready,,
sa itaas,,sa ibabaw ,ngato,above,,
kailanman,,sa kanunay ,agnanayon,ever,,
pula,,pula,nalabbaga,red,,
listahan,,listahan,lista,list,,
bagaman,,bisan pa ,nupay,though,,
pakiramdam,,pagbati ,ricnaen,feel,,
usapan,,pagsulti ,sarita,talk,,
ibon,,mga langgam ,billit,bird,,
malapit na,,sa dili madugay ,madamdama,soon,,
katawan,,lawas ,bagi,body,,
aso,,iro ,aso,dog,,
pamilya,,pamilya,familia,family,,
direct,,direkta ,nalinisuro,direct,,
imungkahi,,mosugyot ,,pose,,
mag-iwan,,mobiya ,palubos,leave,,
kanta,,lente ,canta,song,,
sukatin,,sukod ,rucod,measure,,
pinto,,pultahan,ridaw,door,,
produkto,,produkto,produkto,product,,
itim,,itom ,nangisit,black,,
maikling,,mubo ,ababa,short,,
numeral,,numero ,numero,numeral,,
klase,,klase,class,class,,
hangin,,hangin,angin,wind,,
tanong,,pangutana ,saludsod,question,,
mangyari,,mahitabo ,an-ano,happen,,
kumpleto,,kompleto ,leppas,complete,,
barko,,barko,bapor,ship,,
lugar,,dapit ,kalawa,area,,
kalahati,,katunga ,gudua,half,,
bato,,bato ,bato,rock,,
pagkakasunud-sunod,,pagkasunodsunod ,urnos,order,,
sunog,,kalayo ,pudot,fire,,
timog,,habagatan ,abagatan,south,,
problema,,problema,problema,problem,,
piraso,,piraso,p[irgis,piece,,
sinabi,,miingon ,kuna,told,,
alam,,kinaiyahan ,ammo,knew,,
pumasa,,pasado ,pasado,pass,,
mula noong,,sukad pa ,nanipud,since,,
tuktok,,ibabaw ,rabaw,top,,
kabuuan,,kinatibuk-an ,sibubukel,whole,,
king,,hari ,ari,king,,
kalye,,dalan ,calle,street,,
inch,,pulgada ,pulgada,inch,,
paramihin,,magpadaghan ,paaduen,multiply,,
walang anuman,,gidawat nimo,ania ti ania man,nothing,,
Siyempre,,alangan ,wen ah,course,,
manatili,,magpabilin ,gian,stay,,
gulong,,ligid ,pilid,wheel,,
ganap,,hingpit ,,full,,
puwersa,,pwersa ,puersa,force,,
asul,,asul,asul,blue,,
bagay,,butang ,sumupiat,object,,
magpasiya,,pagdesisyon ,ikeddeng,decide,,
pang-ibabaw,,ibabaw ,rabaw,surface,,
malalim,,lawom ,adalem,deep,,
gumala,,magsuroysuroy ,,moon,,
isla,,isla,puro,island,,
paa,,tiil ,kadapan,foot,,
sistema,,sistema,sistema,system,,
maraming ginagawa,,okupar ,addaan iti aramid,busy,,
pagsubok,,pagsulay ,suot,test,,
talaan,,mga rekord ,lista naummong a pacaammo,record,,
bangka,,sakayan ,vapor,boat,,
karaniwan,,kasagaran ,sapasap,common,,
ginto,,bulawan ,balitoc,gold,,
posible,,posible,posible,possible,,
eroplano,,eroplano,catam,plane,,
stead,,puli ,,stead,,
dry,,uga ,namaga,dry,,
Wonder,,katingalahan ,datlag,wonder,,
patawanin,,patawanin,agcatawa,laugh,,
libo,,libo,sangaribu,thousand,,
nakaraan,,miagi ,itay,ago,,
Pinatatakbo ng,,gipadagan sa ,nagtaray,ran,,
suriin,,susiha ,tubngen,check,,
laro,,duwa ,ayam,game,,
hugis,,porma ,sucong,shape,,
Tutumbas,,tutumbas,,equate,,
mainit,,init ,pudot,hot,,
tamaan,,naigo ,iliw,miss,,
nagdala,,gidala ,innalak,brought,,
init,,init,pudot,heat,,
snow,,niyebe ,hielo,snow,,
gulong,,ligid ,bannog,tire,,
dalhin,,pagdala ,alaen,bring,,
yes,,oo ,wen,yes,,
malayo,,layo kaayo ,adayo,distant,,
punuin,,pun-on ,punnuen,fill,,
silangan,,silangan,daya,east,,
pintahan,,pintal ,pintura,paint,,
wika,,pinulongan,pagsasao,language,,
kasama ng,,uban sa ,cadagiti,among,,
yunit,,yunit,yunit,unit,,
kapangyarihan,,gahum ,pannakabalin,power,,
bayan,,nasud ,ili,town,,
mainam,,mainam,nasayaat,fine,,
tiyak,,sigurado ,napudno,certain,,
lumipad,,lupad ,agilaw,fly,,
mahulog,,pagkahulog ,natumba,fall,,
pangunahan,,tingga ,daulo,lead,,
sigaw,,singgit ,sangit,cry,,
dark,,ngitngit ,nasipnget,dark,,
makina,,makina,maquina,machine,,
tala,,istorya ,pakasaritaan,note,,
maghintay,,paghulat ,aguray,wait,,
plano,,plano,panunot,plan,,
pigura,,bayanan ,langa,figure,,
star,,bituon ,bituen,star,,
kahon,,kahon,cajon,box,,
pangngalan,,noun,banag,noun,,
patlang,,kapatagan ,tanap,field,,
pahinga,,buwag ,inana,rest,,
tama,,husto ,payso,correct,,
kaya,,mahimo ,gaway,able,,
pound,,libra ,libra,pound,,
tapos,,tapos,leppas,done,,
beauty,,katahom ,pintas,beauty,,
biyahe,,biyahe,biahe,drive,,
nakatayo,,nga nagatindog ,takder,stood,,
may,,naglangkob ,laonen,contain,,
front,,atubangan ,sango,front,,
magturo,,pagtudlo ,sursuro,teach,,
linggo,,semana ,lawas,week,,
panghuling,,katapusan ,ultimo,final,,
ibinigay,,gihatag ,innikkam,gave,,
berde,,berde,berde,green,,
oh,,oh,oh,oh,,
mabilis,,paspas ,siglat,quick,,
bumuo,,pagpalambo,pasayaaten,develop,,
karagatan,,kadagatan ,baybay,ocean,,
mainit-init,,init ,pudot,warm,,
libre,,libre,libre,free,,
minutong,,minuto ,minuto,minute,,
malakas,,lig-on ,napigsa,strong,,
espesyal na,,espesyal ,baro,special,,
isip,,hunahuna ,isip,mind,,
sa likod ng,,sa luyo ,tanlikodam,behind,,
malinaw,,klaro ,lawag,clear,,
buntot,,ikog ,ipus,tail,,
gumawa,,paghimo ,,produce,,
katunayan,,tinuod ,ti puduo,fact,,
puwang,,luna ,nagbaetan,space,,
narinig,,nakadungog ,natimud,heard,,
pinakamahusay,,labing maayo ,casayaatan,best,,
oras,,panahon ,oras,hour,,
mas mabuti,,mas maayo ,nasaysayaat,better,,
totoo,,tinuod ,agpayso,TRUE,,
sa panahon ng,,atol sa ,bayat,during,,
daang,,daang,sangagasut,hundred,,
lima,,lima,lima,five,,
tandaan,,hinumdumi ,lagip,remember,,
hakbang,,lakang ,addang,step,,
maagang,,sa sayo ,sapa,early,,
matagalan,,paghawid ,mangiggem,hold,,
kanluran,,kasadpan ,laud,west,,
lupa,,kalimtan ,daga,ground,,
interes,,interes,gungonna,interest,,
maabot,,abot ,danon,reach,,
mabilis,,paspas ,daras,fast,,
pandiwa,,berbo ,verbo,verb,,
kantahin,,mokanta ,agkanta,sing,,
makinig,,paminaw ,denggen,listen,,
anim,,anim,innem,six,,
talahanayan,,lamesa ,lamisaan,table,,
paglalakbay,,pagbiyahe ,agbaniaga,travel,,
mas,,mas,bassit,less,,
umaga,,buntag ,bigat,morning,,
sampu,,napulo ,dies,ten,,
simple,,yano ,nanumo,simple,,
ilang,,ang uban ,adu,several,,
patinig,,bokales ,dagiti letra,vowel,,
patungo,,padulong sa ,agturong idiay,toward,,
digmaan,,gubat ,gubat,war,,
mag-ipon,,higda ,iyaplag,lay,,
laban,,batok ,maisupiat,against,,
pattern,,sumbanan ,korte,pattern,,
mabagal,,hinay ,nabuntog,slow,,
gitna,,sentro ,tengnga,center,,
pag-ibig,,gugma ,ayat,love,,
tao,,tawo ,tao,person,,
pera,,kwarta ,kuarta,money,,
maghatid,,paghatod ,aramat,serve,,
lumitaw,,nagpakita ,nagpakita,appear,,
kalsada,,sa dalan ,dalan,road,,
mapa,,mapa,mapa,map,,
ulan,,ulan,tudo,rain,,
panuntunan,,lagda ,linteg,rule,,
namamahala sa,,nakahimo sa ,turay,govern,,
hilahin,,pagbira ,guyod,pull,,
malamig,,bugnaw ,lamek,cold,,
notice,,pahibalo ,madlaw,notice,,
boses,,tingog,boses,voice,,
enerhiya,,kusog,enerhia,energy,,
Hunt,,pagpangayam,anup,hunt,,
malamang,,lagmit,,probable,,
kama,,sama sa,,bed,,
kapatid na lalaki,,igsoon,,brother,,
itlog,,itlog,,egg,,
pagsakay,,sakay,,ride,,
cell,,selda,,cell,,
maniwala,,motuo,,believe,,
marahil,,tingali,,perhaps,,
pumili,,pagpili,,pick,,
walang anu-ano,,wala,,sudden,,
bilangin,,ihap,,count,,
parisukat,,kuwadrado,,square,,
dahilan,,rason,,reason,,
haba,,dugay,,length,,
katawanin,,gilangkob,,represent,,
sining,,arte,,art,,
paksa,,hilisgutan,,subject,,
rehiyon,,rehiyon,,region,,
laki,,gidak-on,,size,,
mag-iba,,pabag o,,vary,,
tumira,,paghusay,,settle,,
magsalita,,pagsulti,,speak,,
timbang,,timbangon,,weight,,
pangkalahatan,,kasagaran,,general,,
yelo,,yelo,,ice,,
bagay,,butang,,matter,,
lupon,,tabla,,circle,,
pares,,parisan,,pair,,
isama,,apil,,include,,
hatiin,,bahina,,divide,,
pantig,,silaba,,syllable,,
pyeltro,,gibati,,felt,,
malaki at maganda,,dako ug gwapa,,grand,,
ball,,bola,,ball,,
pa,,pa,,yet,,
alon,,alon,,wave,,
drop,,ihulog,,drop,,
puso,,kasingkasing,,heart,,
am,,am,,am,,
kasalukuyan,,presente,,present,,
mabigat,,bug-at,,heavy,,
sayaw,,sayaw,,dance,,
engine,,makina,,engine,,
posisyon,,posisyon,,position,,
braso,,bukton,,arm,,
malawak,,lapad,,wide,,
layag,,layag,,sail,,
materyal,,materyal nga,,material,,
maliit na bahagi,,gamay nga bahin,,fraction,,
gubat,,gubat,,forest,,
umupo,,lingkod,,sit,,
lahi,,lumba,,race,,
window,,bintana,,window,,
tindahan,,tindahan,,store,,
tag-araw,,tag adlaw,,summer,,
tren,,tren,,train,,
tulog,,natulog,,sleep,,
patunayan,,pamatud an,,prove,,
kaisa-isa,,nag inusara,,lone,,
binti,,anak nga babaye,,leg,,
pagsasanay,,pagbansay,,exercise,,
pader,,bungbong,,wall,,
catch,,dakpon,,catch,,
may kabit,,uban sa kabit,,mount,,
nais,,gusto,,wish,,
langit,,ang langit,,sky,,
board,,tabla,,board,,
kagalakan,,kalipay,,joy,,
taglamig,,tingtugnaw,,winter,,
Sab,,sab,,sat,,
nakasulat,,gisulat,,written,,
ligaw,,ihalas,,wild,,
instrumento,,instrumento,,instrument,,
pinananatiling,,gitipigan,,kept,,
salamin,,bildo,,glass,,
damo,,balili,,grass,,
baka,,baka,,cow,,
trabaho,,trabaho,,job,,
gilid,,kilid,,edge,,
lagdaan,,timaan,,sign,,
pagbisita,,pagbisita,,visit,,
nakalipas,,kaniadto,,past,,
malambot,,humok,,soft,,
magsaya,,maglingaw-lingaw,,fun,,
maliwanag,,dayag,,bright,,
gas,,gas,,gas,,
lagay ng panahon,,kahimtang sa panahon,,weather,,
buwan,,bulan,,month,,
milyon,,milyon,,million,,
madala,,oso,,bear,,
tapusin,,paghuman,,finish,,
masaya,,lingaw,,happy,,
Umaasa,,paglaum,,hope,,
bulaklak,,mga bulak,,flower,,
damitan,,sinina,,clothe,,
kakaiba,,katingad-an,,strange,,
nawala,,nawala,,gone,,
kalakalan,,pamatigayon,,trade,,
Melody,,melodiya,,melody,,
paglalakbay,,pagbyahe,,trip,,
opisina,,opisina,,office,,
tumanggap,,makadawat,,receive,,
hilera,,laray,,row,,
bibig,,baba,,mouth,,
eksaktong,,eksakto,,exact,,
simbolo,,simbolo,,symbol,,
mamatay,,mamatay,,die,,
hindi bababa sa,,labing menos,,least,,
pag-,,pag,,trouble,,
sigaw,,singgit,,shout,,
maliban sa,,gawas,,except,,
Isinulat ni,,gisulat ni,,wrote,,
buto,,bukog,,seed,,
tono,,tono,,tone,,
sumali,,apil,,join,,
iminumungkahi,,sugyot,,suggest,,
malinis,,limpyo,,clean,,
bakasyon,,bakasyon,,break,,
ginang ng bansa,,babaye,,lady,,
bakuran,,nataran,,yard,,
tumaas,,pagbangon,,rise,,
masama,,daotan,,bad,,
pumutok,,mobuto,,blow,,
langis,,lana,,oil,,
dugo,,dugo,,blood,,
kalabitin,,paghikab,,touch,,
lumago,,motubo,,grew,,
sentimo,,pagbati,,cent,,
paghaluin,,sagol,,mix,,
koponan,,kaalyado,,team,,
wire,,alambre,,wire,,
gastos,,gasto,,cost,,
nawala,,nawala,,lost,,
kayumanggi,,kape,,brown,,
magsuot,,magsul-ob,,wear,,
hardin,,tanaman,,garden,,
kapantay,,managsama,,equal,,
ipinadala,,gipadala,,sent,,
piliin,,pilia,,choose,,
patumbahin,,mapandol,,fell,,
umangkop,,mohaum,,fit,,
dumaloy,,modagayday,,flow,,
makatarungan,,patas,,fair,,
bangko,,bangko,,bank,,
mangolekta,,pagkolekta,,collect,,
i-save ang,,ipadalpin ang,,save,,
kontrol,,kontrol,,control,,
decimal,,desimal,,decimal,,
tainga,,dalunggan,,ear,,
iba pa,,uban,,else,,
medyo,,medyo,,quite,,
sinira,,pagbungkad,,broke,,
kaso,,kaso,,case,,
gitna,,tunga-tunga,,middle,,
pumatay,,pagpatay,,kill,,
anak,,anak,,son,,
dagat-dagatan,,linaw sa dagat,,lake,,
sandali,,paghulat,,moment,,
iskala,,timbangan,,scale,,
malakas,,lig-on,,loud,,
tagsibol,,tingpamulak,,spring,,
obserbahan,,bantayanan,,observe,,
anak,,anak,,child,,
tuwid,,tul-id,,straight,,
katinig,,konsonante,,consonant,,
bansa,,nasud,,nation,,
diksyunaryo,,diksyonaryo,,dictionary,,
gatas,,gatas,,milk,,
bilis,,paspas,,speed,,
pamamaraan,,teknik,,method,,
organ,,organo,,organ,,
bayaran,,bayad,,pay,,
edad,,edad,,age,,
seksyon,,seksyon,,section,,
damit,,sinina,,dress,,
cloud,,panganod,,cloud,,
sorpresa,,katingala,,surprise,,
tahimik,,hilom,,quiet,,
bato,,bato,,stone,,
maliit na maliit,,pig-ot kaayo,,tiny,,
umakyat,,mosaka,,climb,,
malamig,,bugnaw,,cool,,
disenyo,,disenyo,,design,,
mahirap,,lisod,,poor,,
marami,,daghan,,lot,,
eksperimento,,eksperimento,,experiment,,
ilalim,,ubos,,bottom,,
key,,yawe,,key,,
bakal,,kabubut-on,,iron,,
single,,ulitawo,,single,,
stick,,sungkod,,stick,,
flat,,patag,,flat,,
dalawampu’t,,baynte,,twenty,,
balat,,panit,,skin,,
ngiti,,pahiyom,,smile,,
crease,,lukot,,crease,,
butas,,lungag,,hole,,
tumalon,,ambak,,jump,,
sanggol,,bata,,baby,,
walo,,walo,,eight,,
